Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1991,Graduation,Married,36111.6,0,0,26,1,2,0,3,7,9,28,13,4,16,7,0,0,0,0,0,0,2013,8,22,7,Wednesday,1,0,0,0,5
1971,PhD,Married,45716.4,1,1,77,4,3,2,2,82,5,35,0,1,69,7,1,0,0,0,0,0,2012,10,41,15,Monday,1,0,0,0,4
1946,PhD,Together,85924.8,0,0,10,1,8,3,5,350,56,528,98,75,97,4,1,0,0,0,0,0,2013,11,67,17,Sunday,1,0,0,0,4
1974,Secondary,Together,83281.2,0,1,48,4,4,4,5,404,30,159,58,8,39,2,0,0,0,0,0,0,2014,3,40,23,Sunday,1,0,0,0,2
1979,Secondary,Married,43860.0,1,0,81,5,9,1,5,52,93,94,123,103,120,9,0,0,0,0,0,0,2013,2,34,19,Tuesday,1,0,0,0,2
1950,Graduation,Widow,87171.59999999999,0,0,67,1,3,10,7,531,83,553,123,94,53,2,0,0,0,1,0,0,2013,2,63,27,Wednesday,1,0,0,0,5
1981,Graduation,Married,92823.6,0,1,45,2,6,4,8,280,62,107,69,101,59,4,0,0,0,0,0,0,2013,12,32,16,Monday,1,0,0,0,5
1970,Master,Together,78211.2,0,1,64,4,9,6,6,965,31,183,220,70,70,6,0,0,0,0,0,0,2012,10,42,29,Monday,1,0,0,0,3
1977,PhD,Single,50967.6,1,1,79,3,2,1,4,98,4,21,0,4,25,5,0,0,0,0,0,0,2014,2,37,17,Monday,1,0,0,0,4
1947,PhD,Together,76816.8,2,1,63,7,8,2,5,411,3,30,0,0,8,7,0,0,0,1,0,0,2014,10,67,6,Monday,1,0,0,0,4
1971,PhD,Married,28351.2,1,0,91,3,3,1,3,32,5,14,0,0,0,5,0,0,0,0,0,0,2014,5,43,24,Saturday,1,0,0,0,4
1963,PhD,Widow,86004.0,0,0,15,1,5,3,6,1467,19,128,0,0,160,6,0,1,1,0,1,0,2013,9,50,7,Saturday,1,0,0,0,4
1953,PhD,Divorced,55932.0,0,2,15,6,4,1,6,101,15,96,33,22,43,6,0,0,0,0,0,0,2012,10,59,29,Monday,1,0,0,0,4
1977,Graduation,Single,45236.4,1,0,89,1,2,1,3,39,9,21,11,4,8,6,0,0,0,0,0,0,2014,7,37,2,Wednesday,1,0,0,0,5
1971,Graduation,Single,51624.0,1,0,86,3,4,1,4,50,10,99,4,25,43,6,0,0,0,0,0,0,2013,11,42,30,Saturday,1,0,0,0,5
1977,Graduation,Married,28832.4,1,0,14,2,2,0,3,19,10,11,11,0,5,8,0,0,0,0,0,0,2013,9,36,6,Friday,1,0,0,0,5
1961,Secondary,Divorced,104766.0,0,0,26,1,5,3,8,350,28,501,63,138,80,2,0,0,1,0,0,0,2012,9,51,23,Sunday,1,0,0,0,2
1954,PhD,Single,61693.2,1,2,88,1,0,0,3,19,3,3,0,0,1,5,0,0,0,0,0,0,2013,5,59,26,Sunday,1,0,0,0,4
1980,Graduation,Single,74190.0,0,1,63,1,4,2,8,167,53,100,55,30,27,4,0,0,0,0,0,0,2013,7,33,8,Monday,1,0,0,0,5
1958,Graduation,Single,69765.59999999999,0,0,65,3,8,10,4,640,91,546,172,88,88,7,0,0,0,0,0,0,2012,4,54,9,Monday,1,0,0,0,5
1970,Graduation,Divorced,83881.2,0,1,102,3,7,3,10,317,24,206,102,92,149,5,0,0,0,0,0,0,2013,5,43,29,Wednesday,1,0,0,0,5
1980,Secondary,Married,65052.0,0,1,25,2,4,1,7,75,57,109,80,9,45,5,0,0,0,0,0,0,2013,5,33,20,Monday,1,0,0,0,2
1975,Secondary,Married,78555.59999999999,1,0,24,2,6,2,9,396,35,70,21,32,16,5,0,1,0,0,0,0,2014,1,39,30,Thursday,1,0,0,0,2
1991,Graduation,Married,42918.0,1,0,93,2,2,0,4,27,6,30,0,5,15,6,0,0,0,0,0,0,2013,11,22,12,Tuesday,1,0,0,0,5
1974,Secondary,Married,28270.8,1,0,94,3,3,0,3,30,8,19,7,0,23,7,0,0,0,0,0,0,2013,3,39,7,Thursday,1,0,0,0,2
1987,Master,Married,32593.2,1,0,48,1,1,0,3,12,7,23,7,0,11,7,0,0,0,0,0,0,2013,10,26,28,Monday,1,0,0,0,3
1964,PhD,Married,97560.0,0,1,24,3,10,3,5,1009,15,145,32,12,36,5,0,0,0,1,0,0,2012,10,48,30,Tuesday,1,0,0,0,4
1974,PhD,Together,47322.0,1,0,23,1,3,1,2,76,3,18,0,0,13,7,0,0,0,0,0,0,2013,6,39,8,Saturday,1,0,0,0,4
1967,Master,Married,40302.0,0,1,98,1,2,0,4,35,14,33,13,6,29,4,0,0,0,0,0,0,2013,9,46,25,Wednesday,1,0,0,0,3
1980,Graduation,Married,86475.59999999999,0,1,10,2,5,2,12,185,35,348,76,32,90,2,0,0,0,0,0,0,2013,3,33,7,Thursday,1,0,0,0,5
1985,Graduation,Single,13214.4,1,0,89,3,3,1,2,29,6,26,7,1,23,9,1,0,0,0,0,0,2013,3,28,16,Saturday,1,0,0,0,5
1955,Graduation,Divorced,95838.0,0,1,19,1,5,10,5,76,102,278,185,121,38,1,0,0,0,0,0,0,2014,6,59,18,Wednesday,1,0,0,0,5
1964,PhD,Divorced,87561.59999999999,0,0,15,1,5,5,8,1097,40,592,145,37,55,3,0,0,0,1,0,0,2013,12,49,16,Monday,1,0,0,0,4
1987,Graduation,Together,94072.8,0,0,20,1,4,6,5,303,30,697,216,24,166,2,0,0,0,0,0,0,2013,2,26,15,Friday,1,0,0,0,5
1956,PhD,Single,66625.2,1,2,18,9,6,3,6,421,3,26,0,0,4,7,0,1,0,0,0,0,2013,10,57,22,Tuesday,1,0,0,0,4
1982,Master,Single,43371.6,1,0,40,1,0,1,2,17,3,1,0,0,6,3,0,0,0,0,0,0,2014,3,32,30,Sunday,1,0,0,0,3
1953,Master,Together,48530.4,1,1,59,4,3,1,4,50,15,52,25,22,13,7,0,0,0,0,0,0,2012,8,59,19,Sunday,1,0,0,0,3
1968,Graduation,Married,73467.59999999999,0,1,53,2,9,3,4,714,46,182,42,118,247,5,0,0,0,0,0,0,2013,6,45,13,Thursday,1,0,0,0,5
1960,Graduation,Married,104634.0,0,0,42,1,3,11,5,222,79,690,50,26,38,1,0,0,0,0,0,0,2014,8,54,5,Tuesday,1,0,0,0,5
1990,PhD,Together,93414.0,0,0,47,1,3,5,12,765,43,480,0,40,26,1,0,0,1,1,0,0,2014,5,24,16,Friday,1,0,0,0,4
1972,Graduation,Married,91734.0,1,0,9,1,2,5,13,744,110,309,140,80,35,6,0,0,0,0,0,0,2012,9,40,28,Friday,1,0,0,0,5
1955,Graduation,Married,112084.8,1,2,104,3,3,4,7,1284,18,287,20,0,15,5,0,1,1,0,0,0,2013,7,58,5,Friday,1,0,0,0,5
1985,Basic,Single,30848.4,1,0,25,1,1,0,3,6,9,2,3,6,3,7,0,0,0,0,0,0,2014,1,29,18,Saturday,1,0,0,0,1
1953,Graduation,Single,74187.59999999999,0,1,33,4,8,2,10,528,10,134,37,14,169,7,0,0,0,0,0,0,2013,2,60,18,Monday,1,0,0,0,5
1967,Graduation,Together,73072.8,0,1,68,5,10,3,8,611,10,155,10,0,54,7,0,0,0,0,0,0,2013,6,46,28,Friday,1,0,0,0,5
1958,Secondary,Married,98816.4,0,0,45,1,7,7,10,561,57,845,202,133,63,3,1,0,0,1,0,0,2012,6,54,11,Monday,1,0,0,0,2
1955,Master,Together,43960.8,0,1,7,3,5,2,5,218,12,76,4,3,30,7,0,0,0,0,0,0,2013,5,58,28,Tuesday,1,0,0,0,3
1983,Master,Together,88140.0,0,0,92,1,7,8,11,1147,54,415,90,69,37,3,1,0,0,1,0,0,2013,5,30,12,Sunday,1,0,0,0,3
1981,PhD,Married,36878.4,1,0,51,4,4,1,4,160,4,25,0,1,3,8,0,0,0,0,0,0,2013,5,32,1,Wednesday,1,0,0,0,4
1977,Graduation,Married,71770.8,0,2,43,3,3,3,6,603,19,141,32,41,49,8,0,0,0,0,0,0,2012,10,35,18,Thursday,1,0,0,0,5
1984,Graduation,Together,52531.2,1,0,84,1,1,0,2,13,3,9,2,1,3,6,0,0,0,0,0,0,2014,3,30,5,Wednesday,1,0,0,0,5
1967,Graduation,Single,76572.0,0,1,52,4,4,3,12,982,15,253,16,12,101,8,0,1,0,0,0,0,2012,11,45,11,Sunday,1,0,0,0,5
1970,PhD,Divorced,69703.2,0,1,87,2,11,3,7,713,10,62,0,0,15,8,0,0,0,0,0,0,2013,1,43,20,Sunday,1,0,0,0,4
1979,Secondary,Divorced,25538.4,1,0,83,2,2,1,2,6,8,8,4,8,20,6,0,0,0,0,0,0,2014,11,35,5,Wednesday,1,0,0,0,2
1961,Master,Together,49530.0,1,2,40,4,3,1,3,29,7,22,0,2,9,5,0,0,0,0,0,0,2014,3,53,24,Monday,1,0,0,0,3
1975,Graduation,Together,57823.2,1,0,46,3,4,1,4,102,6,66,12,7,34,7,0,0,0,0,0,0,2014,3,39,20,Thursday,1,0,0,0,5
1969,Master,Divorced,28497.6,1,0,104,3,2,1,3,11,9,29,12,15,8,8,0,0,0,0,0,0,2012,11,43,21,Wednesday,1,0,0,0,3
1976,Graduation,Divorced,100594.8,0,0,85,0,4,7,6,902,164,430,186,161,27,1,1,0,1,1,0,0,2013,8,37,10,Saturday,1,0,0,0,5
1979,Graduation,Married,53230.8,1,1,26,3,2,0,4,25,3,14,7,3,1,3,0,0,0,0,0,0,2014,6,35,17,Tuesday,1,0,0,0,5
1976,Secondary,Married,44740.8,1,1,53,1,0,0,3,16,4,2,2,1,6,6,0,0,0,0,0,0,2013,3,37,29,Friday,1,0,0,0,2
1951,PhD,Together,6777.5999999999985,1,1,75,1,1,0,0,33,3,6,1,1,13,20,1,0,0,0,0,0,2014,3,63,13,Thursday,1,0,0,1,4
1954,PhD,Married,66848.4,0,1,98,2,3,2,9,213,10,82,30,66,35,3,0,0,0,0,0,0,2013,12,59,22,Sunday,1,0,0,0,4
1949,PhD,Together,79650.0,0,1,103,3,2,4,5,717,3,45,0,0,191,7,1,0,0,0,0,0,2013,11,64,21,Thursday,1,0,0,0,4
1975,PhD,Single,37078.8,1,0,42,2,1,0,3,29,3,8,0,0,1,6,0,0,0,0,0,0,2012,10,37,13,Saturday,1,0,0,0,4
1976,Graduation,Divorced,43952.4,2,0,85,1,0,0,3,14,4,5,0,0,1,5,0,0,0,0,0,0,2013,7,37,23,Tuesday,1,0,0,0,5
1969,PhD,Divorced,100396.8,1,1,64,3,2,2,12,871,24,151,28,21,86,5,0,0,0,0,0,0,2013,8,44,5,Monday,1,0,0,0,4
1978,Graduation,Married,86226.0,0,1,66,4,5,5,11,553,34,422,0,112,28,3,0,0,0,0,0,0,2013,1,35,16,Wednesday,1,0,0,0,5
1975,Graduation,Together,57466.8,1,0,101,1,2,0,3,34,3,29,0,5,4,5,0,0,0,0,0,0,2014,4,39,1,Tuesday,1,0,0,0,5
1987,Graduation,Together,99639.6,1,0,89,1,11,4,10,817,102,431,237,149,33,5,0,0,0,1,0,0,2014,5,27,18,Sunday,1,0,0,0,5
1959,PhD,Together,61821.6,0,1,99,2,3,2,10,355,11,66,17,4,4,3,0,0,0,0,0,0,2013,3,54,10,Sunday,1,0,0,0,4
1990,Master,Together,106104.0,0,0,94,1,4,7,8,962,156,612,99,95,153,1,1,0,1,1,0,0,2014,2,24,5,Wednesday,1,0,0,0,3
1965,Graduation,Married,72716.4,0,1,9,4,2,2,8,527,3,257,32,16,66,7,0,0,0,1,0,0,2014,1,49,1,Wednesday,1,0,0,0,5
1968,PhD,Married,93319.2,0,1,104,2,11,10,11,1009,62,265,115,59,27,6,1,0,0,0,0,0,2013,2,45,22,Friday,1,0,0,0,4
1959,PhD,Widow,40125.6,1,1,88,4,2,1,4,67,4,16,3,2,6,5,0,0,0,0,0,0,2013,9,54,22,Sunday,1,0,0,0,4
1949,Graduation,Married,92570.4,0,0,61,1,4,4,8,481,78,162,29,151,97,2,0,0,0,0,0,0,2013,5,64,29,Wednesday,1,0,0,0,5
1974,Graduation,Married,70849.2,1,1,32,2,2,0,4,74,5,15,2,2,6,5,0,0,0,0,0,0,2014,7,40,5,Saturday,1,0,0,0,5
1962,Master,Together,57996.0,0,1,9,1,1,0,3,33,3,4,0,0,0,5,0,0,0,0,0,0,2013,11,51,15,Friday,1,0,0,0,3
1970,Graduation,Together,75458.4,0,1,33,2,7,5,6,514,136,497,78,24,97,4,0,0,0,0,0,0,2012,9,42,8,Saturday,1,0,0,0,5
1981,Graduation,Married,96013.2,0,1,10,2,8,6,5,426,79,536,82,178,102,4,0,0,0,0,0,0,2013,4,32,29,Monday,1,0,0,0,5
1979,Graduation,Together,63806.4,0,1,61,3,2,3,8,126,65,90,68,20,125,3,0,0,0,0,0,0,2013,6,34,5,Wednesday,1,0,0,0,5
1954,PhD,Together,64311.6,1,1,67,8,7,2,6,354,7,78,6,0,43,8,0,0,0,0,0,0,2012,7,58,8,Sunday,1,0,0,0,4
1982,Master,Single,27532.8,1,0,74,3,3,0,3,24,6,19,4,5,26,7,0,0,0,0,0,0,2013,12,31,23,Monday,1,0,0,0,3
1960,Graduation,Married,69735.59999999999,0,1,73,3,9,2,8,226,107,169,102,78,84,7,0,0,0,0,0,1,2013,1,53,25,Friday,1,0,0,0,5
1983,Graduation,Single,47592.0,1,0,43,3,7,1,3,144,16,78,20,13,36,9,0,0,0,0,0,0,2012,8,29,8,Wednesday,1,0,0,0,5
1950,PhD,Single,31821.6,1,1,40,3,2,0,3,25,4,28,3,3,2,8,0,0,0,0,0,0,2013,8,63,4,Sunday,1,0,0,0,4
1957,Master,Together,70387.2,0,1,32,4,7,8,13,967,15,194,16,24,12,6,0,0,1,0,0,0,2012,9,55,20,Thursday,1,0,0,0,3
1953,Graduation,Married,59295.6,0,1,95,2,4,2,5,210,10,41,3,2,46,5,0,0,0,0,0,0,2013,10,60,25,Friday,1,0,0,0,5
1961,Secondary,Together,60627.6,1,1,96,2,2,0,4,56,7,24,4,7,1,6,0,0,0,0,0,0,2013,12,52,25,Wednesday,1,0,0,0,2
1975,Master,Together,25506.0,1,0,63,4,2,1,4,34,3,25,2,2,3,4,0,0,0,0,0,0,2014,1,39,21,Tuesday,1,0,0,0,3
1972,Graduation,Single,110040.0,0,0,65,1,8,6,5,581,175,961,125,115,19,3,0,0,0,0,0,0,2013,1,41,17,Thursday,1,0,0,0,5
1971,Master,Single,35457.6,1,0,59,1,1,1,2,12,4,6,3,1,11,4,1,0,0,0,0,0,2013,8,42,29,Thursday,1,0,0,0,3
1988,Basic,Single,25275.6,1,0,41,2,2,0,3,6,13,11,19,3,15,6,0,0,0,0,0,0,2013,9,25,25,Wednesday,1,0,0,0,1
1974,Secondary,Divorced,37395.6,1,0,61,1,1,0,3,7,6,10,11,2,10,6,0,0,0,0,0,0,2014,2,40,13,Thursday,1,0,0,0,2
1965,Graduation,Divorced,83918.4,0,1,104,2,7,6,11,417,175,153,150,105,57,4,0,0,0,0,0,0,2013,12,48,6,Friday,1,0,0,0,5
1970,PhD,Married,82154.4,0,0,13,1,3,3,8,566,67,785,84,128,48,1,0,0,0,0,0,0,2012,12,42,12,Wednesday,1,0,0,0,4
1974,Graduation,Married,40165.2,1,0,54,3,3,0,4,48,5,27,0,9,12,7,0,0,0,0,0,0,2012,12,38,10,Monday,1,0,0,0,5
1973,Graduation,Married,36560.4,1,0,15,1,1,0,2,6,6,8,2,5,5,7,0,0,0,0,0,0,2014,3,41,19,Wednesday,1,0,0,0,5
1950,Graduation,Married,86430.0,0,0,53,1,4,8,13,972,3,617,43,50,0,2,0,1,1,1,0,0,2014,4,64,29,Tuesday,1,0,0,0,5
1966,Graduation,Married,82966.8,0,1,30,1,4,1,5,91,15,75,33,15,6,4,0,0,0,0,0,0,2014,1,48,27,Monday,1,0,0,0,5
1981,Graduation,Single,33685.2,0,0,72,2,5,1,5,44,36,130,41,26,44,8,0,0,0,0,0,0,2012,8,31,29,Wednesday,1,0,0,0,5
1989,Graduation,Married,101062.8,0,0,34,1,3,4,10,439,140,400,45,137,45,1,0,0,0,0,0,0,2014,2,25,2,Sunday,1,0,0,0,5
1968,PhD,Divorced,31970.4,1,0,78,2,2,0,3,18,5,15,2,2,8,6,0,0,0,0,0,0,2014,1,46,3,Friday,1,0,0,0,4
1970,Graduation,Married,30351.6,1,0,58,1,1,1,2,20,3,11,0,2,9,8,0,0,0,0,0,0,2013,9,43,15,Sunday,1,0,0,0,5
1956,Graduation,Widow,69930.0,1,1,55,6,8,2,7,194,13,253,56,43,64,7,0,0,0,0,0,0,2013,2,57,6,Wednesday,1,0,0,0,5
1985,PhD,Married,88027.2,0,0,63,1,5,11,5,1055,17,322,0,14,112,2,1,0,1,1,0,0,2014,6,29,2,Monday,1,0,0,0,4
1975,Graduation,Together,53270.4,1,1,78,5,4,1,4,92,8,71,7,12,29,7,0,0,0,0,0,0,2013,5,38,9,Thursday,1,0,0,0,5
1978,Secondary,Together,98791.2,0,0,37,1,5,10,6,943,145,754,159,81,183,2,0,1,1,1,0,0,2014,10,36,3,Friday,1,0,0,0,2
1983,Master,Single,7872.0,0,0,9,0,1,0,1,72,14,26,4,3,262,17,0,0,0,0,0,0,2013,12,30,12,Thursday,1,0,0,1,3
1964,Graduation,Widow,41055.6,1,1,9,3,3,1,2,55,7,28,6,3,26,9,0,0,0,0,0,0,2012,7,48,9,Monday,1,0,0,0,5
1976,Master,Together,27202.8,1,0,37,3,4,1,2,21,17,36,37,22,48,9,0,0,0,0,0,0,2013,5,37,22,Wednesday,1,0,0,0,3
1971,Graduation,Married,33796.8,1,0,30,3,2,0,4,8,21,26,11,8,12,7,0,0,0,0,0,0,2013,4,42,5,Friday,1,0,0,0,5
1987,Master,Married,33686.4,1,0,17,1,1,0,3,35,3,10,2,0,5,7,0,0,0,0,0,0,2013,8,26,7,Wednesday,1,0,0,0,3
1982,Basic,Married,41334.0,0,0,99,6,11,2,8,233,125,122,208,129,30,9,0,0,0,0,0,0,2013,1,31,27,Sunday,1,0,0,0,1
1968,PhD,Married,93319.2,0,1,104,2,11,10,11,1009,62,265,115,59,27,6,1,0,0,0,0,0,2013,2,45,22,Friday,1,0,0,0,4
1968,Master,Divorced,97656.0,0,0,58,1,4,2,10,746,71,689,224,68,103,2,0,0,0,0,0,0,2012,12,44,22,Saturday,1,0,0,0,3
1972,Graduation,Married,40864.00258788076,1,1,89,4,2,1,3,76,4,16,0,0,9,8,0,0,0,0,0,0,2013,3,41,3,Sunday,1,0,0,0,5
1957,Master,Together,66298.8,0,1,88,1,2,1,4,102,4,19,2,0,11,3,0,0,0,0,0,0,2014,4,57,17,Thursday,1,0,0,0,3
1971,PhD,Together,98486.4,0,0,74,1,3,2,13,894,58,685,168,92,129,1,0,0,0,0,0,0,2013,2,42,7,Thursday,1,0,0,0,4
1966,Graduation,Together,67255.2,0,0,16,2,10,1,8,582,3,64,0,0,51,8,1,0,0,0,0,0,2013,2,47,1,Friday,1,0,0,0,5
1991,PhD,Married,89056.8,0,0,10,1,8,2,5,868,86,547,86,99,33,5,0,0,0,0,0,0,2012,8,21,26,Sunday,1,0,0,0,4
1987,PhD,Together,110184.0,0,0,79,0,5,5,12,415,76,747,76,161,30,1,0,0,0,0,0,0,2013,11,26,23,Saturday,1,0,0,0,4
1962,Master,Together,89857.2,1,1,55,4,9,2,12,510,75,270,36,27,54,5,0,0,0,0,0,0,2013,8,51,3,Saturday,1,0,0,0,3
1963,Master,Single,71096.4,0,2,94,5,5,2,9,332,12,122,19,14,83,6,0,0,0,0,0,0,2013,8,50,11,Sunday,1,0,0,0,3
1952,PhD,Together,83642.4,0,1,15,2,7,7,10,669,12,240,50,19,57,4,0,0,0,0,0,0,2013,2,61,19,Tuesday,1,0,0,0,4
1989,Graduation,Single,33525.6,1,0,38,1,1,0,4,18,3,8,2,1,5,3,0,0,0,0,0,0,2014,4,25,28,Monday,1,0,0,0,5
1964,Graduation,Married,68554.78063218892,0,1,103,1,6,5,7,236,68,196,38,71,124,4,0,0,0,0,0,0,2013,11,49,8,Friday,1,0,0,0,5
1954,Master,Together,67354.8,0,1,72,4,6,2,10,325,51,133,39,72,48,4,0,0,0,0,0,0,2013,6,59,20,Thursday,1,0,0,0,3
1990,Basic,Married,30531.6,1,0,89,1,1,0,3,6,7,3,8,9,7,8,0,0,0,0,0,0,2012,12,22,22,Saturday,1,0,0,0,1
1994,Graduation,Single,89151.59999999998,0,0,73,1,5,4,6,380,155,335,93,91,81,2,0,0,0,0,0,0,2014,4,20,5,Saturday,1,0,0,0,5
1964,Graduation,Married,26902.8,0,0,81,1,3,2,2,35,6,47,19,21,42,8,0,0,0,0,0,0,2013,4,49,18,Thursday,1,0,0,0,5
1986,Graduation,Married,111039.6,0,0,91,1,6,5,11,698,24,118,110,147,42,2,0,0,1,1,0,0,2013,12,27,19,Thursday,1,0,0,0,5
1986,PhD,Single,45514.8,0,0,56,2,4,2,5,207,5,46,3,2,10,7,0,1,0,1,0,0,2013,7,27,30,Tuesday,1,0,0,0,4
1959,Secondary,Together,63699.6,1,1,72,6,5,1,5,220,10,33,3,0,13,7,0,1,0,0,0,0,2013,5,54,15,Wednesday,1,0,0,0,2
1973,Graduation,Married,68065.2,1,1,71,5,4,1,5,162,9,39,6,13,75,6,0,0,0,0,0,0,2012,10,39,31,Wednesday,1,0,0,0,5
1957,Master,Together,61131.6,0,1,56,1,1,0,3,36,3,7,2,0,6,5,0,0,0,0,0,0,2013,6,56,21,Friday,1,0,0,0,3
1996,Secondary,Single,96740.4,0,0,49,1,4,6,8,599,54,631,72,55,32,2,0,0,0,0,0,0,2012,12,16,10,Monday,1,0,0,0,2
1971,Graduation,Divorced,101802.0,0,0,7,1,4,4,6,194,107,379,111,189,218,1,0,0,0,0,0,0,2014,6,43,16,Monday,1,0,0,0,5
1969,Master,Together,52554.0,0,1,18,3,7,3,4,319,14,53,4,3,107,7,0,1,0,0,0,0,2013,10,44,16,Wednesday,1,0,0,0,3
1979,Graduation,Married,20814.0,1,0,86,2,2,1,2,9,12,16,17,0,12,8,0,0,0,0,0,0,2012,3,33,11,Sunday,1,0,0,0,5
1974,Graduation,Married,25074.0,1,0,31,1,2,0,3,23,6,17,3,0,4,9,0,0,0,0,0,0,2012,6,38,10,Sunday,1,0,0,0,5
1944,PhD,Divorced,58737.6,0,0,60,2,7,10,5,442,11,206,160,49,42,6,1,0,0,0,0,0,2013,1,69,2,Wednesday,1,0,0,0,4
1959,PhD,Widow,97194.0,0,1,90,1,8,9,4,865,31,409,73,56,56,4,0,0,0,0,0,0,2013,11,54,5,Tuesday,1,0,0,0,4
1979,Basic,Single,31784.4,1,0,30,3,2,1,3,7,11,10,12,14,23,5,0,0,0,0,0,0,2013,5,34,20,Monday,1,0,0,0,1
1957,Graduation,Married,75003.59999999999,0,1,47,4,8,3,11,483,3,193,110,75,117,5,0,0,0,0,0,0,2013,2,56,18,Monday,1,0,0,0,5
1967,Graduation,Single,44484.0,1,1,37,9,5,1,8,236,10,137,4,15,39,7,0,0,0,0,0,0,2013,3,46,20,Wednesday,1,0,0,0,5
1977,Graduation,Together,94099.2,0,1,106,2,7,7,10,458,41,279,188,38,183,3,0,0,0,0,0,0,2014,6,37,27,Friday,1,0,0,0,5
1987,Graduation,Married,100214.4,0,0,38,1,4,7,10,1065,64,835,80,20,101,1,1,0,1,1,1,0,2014,6,27,17,Tuesday,1,0,0,0,5
1975,Graduation,Married,80934.0,0,1,70,5,9,6,12,762,83,217,29,80,11,6,0,0,0,0,0,0,2012,12,37,8,Saturday,1,0,0,0,5
1971,Graduation,Married,60536.4,2,0,11,1,3,1,3,90,10,24,2,3,27,6,0,0,0,0,0,0,2014,4,43,21,Monday,1,0,0,0,5
1959,Graduation,Married,78177.59999999999,0,1,16,2,6,6,7,465,38,422,33,12,153,4,0,0,0,0,0,0,2012,11,53,16,Friday,1,0,0,0,5
1987,Graduation,Single,31891.2,1,0,47,1,1,0,2,15,3,8,0,0,9,9,1,0,0,0,0,0,2012,10,25,13,Saturday,1,0,0,0,5
1974,Graduation,Widow,50914.8,0,1,106,2,1,1,3,60,3,6,2,0,4,5,0,0,0,0,0,0,2014,11,40,2,Sunday,1,0,0,0,5
1975,Graduation,Married,80934.0,0,1,70,5,9,6,12,762,83,217,29,80,11,6,0,0,0,0,0,0,2012,12,37,8,Saturday,1,0,0,0,5
1954,Graduation,Together,70077.59999999999,0,0,51,3,5,4,8,304,8,201,21,21,49,4,0,0,0,0,0,0,2013,5,59,14,Tuesday,1,0,0,0,5
1958,PhD,Married,46373.45352928965,2,1,11,12,7,2,8,235,45,192,49,37,53,9,0,0,0,0,0,0,2012,11,54,19,Monday,1,0,0,0,4
1954,Graduation,Divorced,75061.2,0,0,34,1,6,7,4,130,19,98,134,21,27,3,1,0,0,0,0,0,2013,11,59,18,Monday,1,0,0,0,5
1957,Master,Married,61158.0,0,1,94,3,10,4,5,549,16,85,8,6,29,8,1,0,0,0,0,0,2013,2,56,20,Wednesday,1,0,0,0,3
1954,Graduation,Together,96974.4,0,0,102,1,4,8,5,774,25,500,210,143,33,2,1,0,1,1,0,0,2013,9,59,17,Tuesday,1,0,0,0,5
1978,Graduation,Together,188575.2,0,0,20,0,0,28,0,6,3,1725,2,1,1,1,0,0,0,0,0,0,2013,4,35,29,Monday,1,1,0,0,5
1956,Master,Single,44312.4,1,1,53,2,3,0,3,56,3,16,0,0,4,8,0,0,0,0,0,0,2014,2,58,6,Thursday,1,0,0,0,3
1965,Graduation,Married,51027.6,0,0,103,1,1,1,4,19,39,11,3,26,35,2,0,0,0,0,0,0,2014,4,49,23,Wednesday,1,0,0,0,5
1973,PhD,Single,46293.6,1,1,9,3,3,0,3,43,7,22,3,3,3,8,0,0,0,0,0,0,2013,6,40,22,Saturday,1,0,0,0,4
1964,PhD,Single,27709.2,1,1,105,4,2,1,3,40,3,11,0,0,2,7,0,0,0,0,0,0,2014,5,50,28,Wednesday,1,0,0,0,4
1975,Basic,Married,22071.6,1,0,9,2,3,0,3,12,13,13,16,0,4,8,0,0,0,0,0,0,2014,3,39,29,Saturday,1,0,0,0,1
1960,PhD,Married,44078.4,1,1,78,3,1,1,4,26,8,3,10,1,7,2,0,0,0,0,0,0,2013,12,53,29,Sunday,1,0,0,0,4
1957,PhD,Together,91850.4,0,0,98,1,4,8,10,799,76,573,0,29,14,2,0,0,0,0,0,0,2013,3,56,30,Saturday,1,0,0,0,4
1982,PhD,Together,47598.0,1,0,104,3,4,2,3,132,4,56,0,1,31,7,1,0,0,0,0,0,2013,5,31,25,Saturday,1,0,0,0,4
1945,Graduation,Married,78330.0,0,0,16,1,4,3,13,393,17,218,91,14,21,2,0,0,0,0,0,0,2013,3,68,4,Monday,1,0,0,0,5
1959,PhD,Single,60874.8,1,1,69,9,6,2,7,244,16,143,45,4,52,6,0,0,0,0,0,0,2013,2,54,5,Tuesday,1,0,0,0,4
1967,Graduation,Divorced,66823.2,0,1,34,2,6,3,5,678,3,199,37,47,26,4,1,0,0,0,0,0,2013,2,46,14,Thursday,1,0,0,0,5
1971,Graduation,Single,32690.4,1,0,9,2,2,0,3,8,20,26,20,1,39,9,0,0,0,0,0,0,2012,11,41,11,Sunday,1,0,0,0,5
